Trip ID,Destination,Start date,End date,Duration (days),Traveler name,Traveler age,Traveler gender,Traveler nationality,Accommodation type,Accommodation cost,Transportation type,Transportation cost,Rating
24927,"Hanoi, Vietnam",06/11/2024,06/25/2024,14.0,Paul Burke 24927,52.0,Female,Italy,Hostel,768.99,Airplane,292.57,3
24928,"Athens, Greece",05/10/2024,05/25/2024,15.0,Nathan Cantrell 24928,66.0,Male,Emirati,Vacation rental,827.25,Plane,353.85,2
24929,Cape Town,04/01/2024,04/10/2024,9.0,Heather Cohen 24929,67.0,Male,UK,Hotel,1645.43,Bus,1036.7,5
24930,"Beijing, China",12/18/2024,12/29/2024,11.0,Crystal Obrien 24930,54.0,Other,Indonesian,Vacation rental,980.11,Plane,383.27,3
24931,"Auckland, New Zealand",07/25/2024,08/05/2024,11.0,Zachary Mccarthy 24931,52.0,Male,New Zealander,Villa,696.24,Airplane,1575.39,4
24932,"Rome, Italy",03/20/2025,03/23/2025,3.0,Ricky Walters 24932,41.0,Male,South Korea,Villa,270.83,Airplane,497.73,4
24933,"Lisbon, Portugal",01/18/2024,01/25/2024,7.0,Alexandra Nelson 24933,30.0,Other,Scottish,Airbnb,919.52,Plane,315.01,5
24934,"Bali, Indonesia",06/06/2024,06/21/2024,15.0,Robin Crawford 24934,18.0,Female,Brazilian,Hostel,1575.87,Plane,1011.71,3
24935,Spain,12/06/2023,12/20/2023,14.0,William Chavez 24935,32.0,Male,Taiwan,Riad,1228.32,Car,1546.71,5
24936,"Cairo, Egypt",10/01/2024,10/10/2024,9.0,Don Rogers 24936,29.0,Other,United Arab Emirates,Resort,641.9,Subway,251.14,5
24937,Paris,9/1/2023,9/10/2023,9.0,Brian Holland 24937,33.0,Female,American,Hotel,$900 ,Plane,$400 ,5
24938,"Athens, Greece",05/04/2024,05/09/2024,5.0,Samuel Fox 24938,40.0,Male,Canadian,Vacation rental,2294.77,Train,941.2,4
24939,"Athens, Greece",06/11/2024,06/25/2024,14.0,Joshua Mendez 24939,53.0,Female,Italy,Hostel,2070.34,Airplane,638.72,5
24940,"Cairo, Egypt",12/29/2024,01/18/2025,20.0,Antonio Ross 24940,34.0,Male,French,Resort,623.04,Car rental,267.39,3
24941,"Marrakech, Morocco",04/26/2024,05/03/2024,7.0,Laura Mcdonald 24941,47.0,Female,Italy,Guesthouse,411.2,Train,956.1,4
24942,"Athens, Greece",11/29/2024,12/08/2024,9.0,Anthony Butler 24942,41.0,Other,Cambodia,Airbnb,973.24,Airplane,364.99,4
24943,Paris,10/20/2023,11/07/2023,18.0,Ms. Kim Knight 24943,23.0,Male,Moroccan,Vacation rental,3002.9,Bus,737.24,5
24944,"Seoul, South Korea",01/18/2025,02/07/2025,20.0,Cassandra Adams 24944,44.0,Female,Brazilian,Airbnb,1114.24,Train,515.94,3
24945,"London, UK",07/30/2023,08/06/2023,7.0,Jasmine Benjamin 24945,21.0,Other,Singapore,Hotel,2530.74,Plane,119.88,4
24946,Rio de Janeiro,01/09/2025,01/17/2025,8.0,Charles Moreno 24946,67.0,Other,South African,Guesthouse,1164.44,Plane,1209.92,5
24947,Thailand,02/10/2025,02/15/2025,5.0,Charles Hickman 24947,50.0,Other,USA,Villa,2087.44,Plane,999.0,4
24948,"Dubai, United Arab Emirates",10/08/2024,10/16/2024,8.0,Carrie Torres 24948,35.0,Female,Moroccan,Airbnb,2827.05,Car rental,1390.6,5
24949,"Sydney, Australia",04/02/2025,04/13/2025,11.0,Tyler Jones 24949,58.0,Male,Brazil,Hostel,2536.07,Bus,433.59,2
24950,Bali,03/09/2024,03/29/2024,20.0,Victoria Brewer 24950,45.0,Male,Italy,Guesthouse,2587.91,Ferry,423.48,3
24951,"Amsterdam, Netherlands",12/21/2023,01/08/2024,18.0,Frederick Larsen 24951,23.0,Male,Korean,Resort,1827.57,Airplane,1105.22,3
24952,Mexico,03/22/2024,03/30/2024,8.0,Maureen Martin 24952,65.0,Other,Australian,Guesthouse,1015.19,Car,232.63,3
24953,"New York City, USA",04/22/2024,05/10/2024,18.0,Adam Miranda 24953,48.0,Male,Hong Kong,Guesthouse,2627.55,Flight,591.35,4
24954,"Istanbul, Turkey",11/14/2024,11/26/2024,12.0,Jodi Alvarez 24954,58.0,Female,Spain,Vacation rental,747.96,Plane,315.15,1
24955,"Athens, Greece",04/24/2023,05/13/2023,19.0,Dustin Brennan 24955,45.0,Female,Emirati,Guesthouse,552.42,Car rental,1529.62,2
24956,"Cairo, Egypt",06/10/2023,06/24/2023,14.0,Donna Martin 24956,25.0,Male,South Korea,Villa,616.36,Ferry,226.44,4
24957,"Sydney, AUS",12/16/2024,12/30/2024,14.0,Ruth Hays 24957,25.0,Female,Taiwan,Hotel,1151.8,Car,958.87,5
24958,Santorini,02/02/2025,02/15/2025,13.0,William Gardner 24958,42.0,Female,Greece,Villa,1158.96,Flight,1022.88,4
24959,"Rio de Janeiro, Brazil",09/16/2024,10/01/2024,15.0,Heather Scott 24959,45.0,Female,Indian,Resort,982.42,Flight,367.29,3
24960,"Hanoi, Vietnam",04/14/2024,04/26/2024,12.0,Paul Kelley 24960,38.0,Other,Hong Kong,Villa,866.78,Car,278.18,4
24961,"Los Angeles, USA",10/20/2024,10/23/2024,3.0,Angela Henderson 24961,52.0,Other,Spanish,Riad,2621.86,Train,164.39,5
24962,"Sydney, Aus",10/19/2023,10/29/2023,10.0,Pamela Morrison 24962,25.0,Other,Cambodia,Hostel,3270.74,Flight,660.86,5
24963,Rio de Janeiro,04/28/2023,05/08/2023,10.0,Thomas Becker 24963,69.0,Other,British,Hotel,1118.89,Ferry,950.4,4
24964,Phuket,04/03/2024,04/19/2024,16.0,Jonathan Austin 24964,60.0,Other,Taiwanese,Guesthouse,2596.05,Car,1199.72,5
24965,"Hanoi, Vietnam",11/11/2023,11/26/2023,15.0,Luis Norris 24965,32.0,Female,Chinese,Airbnb,837.39,Airplane,293.07,5
24966,"Rio de Janeiro, Brazil",04/30/2023,05/04/2023,4.0,Reginald Rivera 24966,61.0,Other,China,Vacation rental,882.6,Bus,421.3,2
24967,"Bangkok, Thailand",05/28/2024,06/05/2024,8.0,Jason Leach 24967,62.0,Other,Spain,Airbnb,2270.74,Car,824.45,4
24968,"Rio de Janeiro, Brazil",12/05/2024,12/10/2024,5.0,Ronald Warner 24968,59.0,Male,Brazil,Guesthouse,2273.55,Car,503.07,1
24969,Bangkok,11/12/2023,11/20/2023,8.0,Michelle Montoya 24969,45.0,Male,Japan,Hostel,$300 ,Train,$100 ,4
24970,"Lisbon, Portugal",06/04/2024,06/09/2024,5.0,Ryan King 24970,55.0,Male,UK,Resort,893.41,Car rental,349.6,5
24971,"Rio de Janeiro, Brazil",08/22/2024,09/11/2024,20.0,Gwendolyn Fitzgerald 24971,43.0,Female,Scottish,Villa,917.56,Car rental,424.7,3
24972,"Vancouver, Canada",02/18/2024,02/26/2024,8.0,Erika Morrison 24972,66.0,Other,Japan,Hotel,1469.49,Train,1431.21,1
24973,"Sydney, Australia",09/04/2023,09/22/2023,18.0,Brian Franco 24973,34.0,Female,Cambodia,Riad,2036.4,Bus,491.63,3
24974,"Beijing, China",03/02/2025,03/14/2025,12.0,Paul Cooley 24974,66.0,Other,Chinese,Resort,1075.87,Bus,423.96,4
24975,"Cancun, Mexico",10/07/2024,10/11/2024,4.0,Sandra Clark 24975,36.0,Female,Chinese,Riad,1221.9,Car,712.55,5
24976,"London, UK",01/12/2024,01/27/2024,15.0,Bianca Moore 24976,45.0,Other,UK,Riad,726.02,Plane,1320.54,4
24977,"New York City, USA",04/16/2024,04/21/2024,5.0,Emily Hardy 24977,24.0,Other,British,Guesthouse,2485.15,Airplane,198.31,5
24978,"Seoul, South Korea",01/20/2024,02/10/2024,21.0,David Bautista 24978,42.0,Male,Brazilian,Vacation rental,1010.12,Train,488.21,3
24979,Phuket,09/06/2024,09/17/2024,11.0,Kelsey Watson 24979,23.0,Male,United Arab Emirates,Hotel,2975.84,Plane,207.14,4
24980,"Sydney, Australia",6/15/2023,6/21/2023,6.0,Brett Smith 24980,30.0,Female,Australian,Hotel,6841.8,Airplane,3223.22,2
24981,"Edinburgh, Scotland",09/17/2024,09/23/2024,6.0,Cheryl Reed 24981,27.0,Other,Indonesian,Airbnb,323.05,Ferry,1138.09,4
24982,Sydney,09/24/2023,10/14/2023,20.0,Kathy Alvarez 24982,38.0,Female,Singapore,Airbnb,2414.0,Flight,606.55,5
24983,Thailand,11/01/2024,11/18/2024,17.0,Jessica Martin 24983,24.0,Female,Chinese,Airbnb,2735.79,Plane,549.16,2
24984,Australia,07/18/2023,08/06/2023,19.0,Tiffany Kelley 24984,48.0,Male,Brazilian,Vacation rental,1024.0,Plane,1186.19,5
24985,Rio de Janeiro,07/25/2024,08/14/2024,20.0,Jeffrey Perry DDS 24985,28.0,Female,Cambodia,Riad,1905.49,Car rental,859.87,3
24986,Cape Town,06/27/2024,07/02/2024,5.0,Marcia Carroll 24986,31.0,Female,German,Hostel,1937.5,Car rental,160.14,5
24987,"Rio de Janeiro, Brazil",11/8/2022,11/15/2022,7.0,James Weber MD 24987,37.0,Female,Canadian,Hotel,951.94,Train,389.93,5
24988,"Istanbul, Turkey",10/19/2024,11/04/2024,16.0,April Gross 24988,18.0,Male,Japan,Villa,711.14,Airplane,277.21,5
24989,"Istanbul, Turkey",10/29/2024,11/02/2024,4.0,Kristine Sullivan 24989,57.0,Female,Taiwan,Airbnb,712.1,Subway,305.79,5
24990,Italy,11/11/2023,11/19/2023,8.0,Debra Mcgee 24990,47.0,Other,Emirati,Guesthouse,779.36,Plane,705.25,5
24991,"Paris, France",04/06/2025,04/09/2025,3.0,Cynthia Gutierrez MD 24991,54.0,Female,Scottish,Hotel,952.57,Plane,219.41,5
24992,"Lisbon, Portugal",07/12/2023,07/22/2023,10.0,Alexander Jones 24992,49.0,Other,Italian,Villa,889.64,Airplane,291.5,2
24993,"Istanbul, Turkey",05/22/2024,06/08/2024,17.0,Bryan Peck 24993,47.0,Male,Spain,Airbnb,701.29,Train,318.75,3
24994,Santorini,10/02/2024,10/23/2024,21.0,Joshua Taylor 24994,32.0,Other,UK,Hotel,2037.21,Train,1155.48,4
24995,Cape Town,05/23/2023,06/09/2023,17.0,Anthony Young 24995,23.0,Other,Germany,Riad,383.69,Plane,897.26,4
24996,"Barcelona, Spain",04/12/2025,04/24/2025,12.0,Amanda Willis 24996,63.0,Other,Germany,Airbnb,2181.52,Car,250.23,4
24997,Paris,6/15/2021,6/20/2021,6.0,Heather Odom 24997,35.0,Male,American,Hotel,800 USD,Plane,500 USD,2
24998,Dubai,12/13/2023,01/03/2024,21.0,Benjamin Griffin 24998,29.0,Male,Mexican,Resort,664.68,Car,580.12,2
24999,Rio de Janeiro,09/05/2024,09/08/2024,3.0,Alexis Davis 24999,49.0,Female,South Korean,Airbnb,2125.88,Flight,134.32,5
25000,Australia,07/18/2023,08/06/2023,19.0,Joshua Baker 25000,47.0,Male,Brazilian,Vacation rental,770.29,Plane,1377.19,4
25001,Greece,08/24/2023,09/12/2023,19.0,Harold Cunningham 25001,63.0,Female,Japanese,Airbnb,2766.44,Car,1064.18,1
25002,"Marrakech, Morocco",06/20/2024,06/27/2024,7.0,Patricia Conway 25002,27.0,Female,Hong Kong,Vacation rental,289.04,Train,242.93,4
25003,"Auckland, New Zealand",11/19/2023,12/01/2023,12.0,Noah Robertson 25003,56.0,Male,United Kingdom,Villa,3435.77,Subway,1096.5,2
25004,Egypt,05/05/2024,05/15/2024,10.0,Kathryn Murray 25004,21.0,Other,Canada,Resort,387.14,Ferry,485.6,5
25005,Amsterdam,05/20/2023,06/08/2023,19.0,Barbara Smith 25005,44.0,Other,UK,Resort,404.7,Car,926.41,3
25006,"Hanoi, Vietnam",01/10/2025,01/26/2025,16.0,Hannah Hernandez 25006,45.0,Male,Canadian,Vacation rental,854.01,Flight,328.61,3
25007,Spain,07/12/2024,07/19/2024,7.0,Russell Brown 25007,47.0,Male,South Korean,Vacation rental,1168.63,Ferry,91.41,3
25008,"Lisbon, Portugal",12/09/2023,12/30/2023,21.0,Suzanne Guerrero 25008,43.0,Female,South African,Airbnb,800.47,Flight,327.91,5
25009,"Seoul, South Korea",01/15/2024,01/20/2024,5.0,Natalie Reynolds 25009,34.0,Other,Spain,Guesthouse,1148.76,Flight,487.58,4
25010,"Rio de Janeiro, Brazil",02/15/2025,02/28/2025,13.0,Joshua Gray 25010,51.0,Male,Indian,Airbnb,1117.55,Car,1295.23,4
25011,"Lisbon, Portugal",01/06/2025,01/12/2025,6.0,Jennifer Vincent 25011,35.0,Other,Indonesian,Hostel,788.28,Subway,314.79,5
25012,"Cancun, Mexico",08/05/2024,08/14/2024,9.0,Christopher Wagner 25012,69.0,Male,South Korean,Vacation rental,403.9,Flight,415.58,5
25013,"Amsterdam, Netherlands",03/18/2024,03/29/2024,11.0,Aaron Mckee 25013,57.0,Female,Brazil,Hostel,2265.41,Bus,411.2,1
25014,"Bangkok, Thailand",09/25/2024,10/16/2024,21.0,Jill Lee 25014,57.0,Female,Brazilian,Resort,1705.74,Ferry,409.65,4
25015,Hawaii,10/04/2023,10/21/2023,17.0,Katherine Davis 25015,33.0,Male,Italy,Riad,1714.69,Subway,605.84,5
25016,"New York City, USA",9/15/2022,9/22/2022,7.0,Cynthia Cain 25016,38.0,Male,American,Hotel,1284.75,Plane,481.28,5
25017,"Beijing, China",02/14/2025,03/06/2025,20.0,Christopher Nguyen 25017,65.0,Female,United Arab Emirates,Resort,907.38,Flight,406.5,4
25018,"Athens, Greece",06/10/2024,06/13/2024,3.0,John Deleon 25018,60.0,Other,New Zealander,Resort,860.13,Subway,369.21,2
25019,"London, UK",11/04/2024,11/14/2024,10.0,Michelle Adams MD 25019,49.0,Female,Cambodia,Vacation rental,374.09,Train,576.41,4
25020,"Cape Town, South Africa",06/28/2023,07/13/2023,15.0,Bryan Snyder 25020,59.0,Male,USA,Guesthouse,2479.4,Car,682.47,3
25021,"Cancun, Mexico",05/21/2023,05/29/2023,8.0,Joshua Fisher 25021,20.0,Male,South Korea,Resort,1971.78,Flight,1199.19,2
25022,Egypt,10/15/2024,10/24/2024,9.0,Angela Hale 25022,24.0,Female,Singapore,Riad,419.6,Flight,463.99,3
25023,"Marrakech, Morocco",11/25/2024,12/02/2024,7.0,Albert Bell 25023,37.0,Male,Japanese,Hotel,725.31,Car rental,1202.85,1
25024,"Auckland, New Zealand",10/1/2023,10/8/2023,7.0,William Moreno 25024,39.0,Male,New Zealander,Hotel,5710.42,Train,2190.19,4
25025,"Bangkok, Thai",04/08/2025,04/15/2025,7.0,Mathew Adams 25025,65.0,Other,Dutch,Villa,747.66,Ferry,484.9,5
25026,"Phuket, Thailand",07/31/2023,08/14/2023,14.0,Cynthia Lewis 25026,61.0,Male,South African,Vacation rental,664.72,Bus,1306.48,4
25027,"Seoul, South Korea",8/18/2023,8/25/2023,7.0,Tina Romero 25027,31.0,Female,Spanish,Vacation rental,1032.79,Plane,509.51,2
25028,"Marrakech, Morocco",8/20/2024,8/27/2024,7.0,Dominique Anderson 25028,26.0,Female,Moroccan,Riad,641.15,Flight,395.58,4
25029,"Hanoi, Vietnam",04/15/2025,04/21/2025,6.0,Maria Price 25029,41.0,Other,Germany,Airbnb,770.03,Flight,297.93,5
25030,Brazil,03/22/2024,03/26/2024,4.0,Courtney Haley 25030,20.0,Female,South Korea,Airbnb,1268.6,Car,250.43,2
25031,"Bangkok, Thailand",05/07/2023,05/26/2023,19.0,Hannah Bell 25031,64.0,Male,Spanish,Guesthouse,1977.52,Car rental,264.75,4
25032,"Cairo, Egypt",07/29/2023,08/01/2023,3.0,Mariah Gordon 25032,18.0,Male,Spanish,Airbnb,558.52,Car rental,263.79,5
25033,"London, UK",12/24/2023,01/10/2024,17.0,Raymond Murray 25033,25.0,Female,Australian,Riad,2341.32,Bus,610.21,5
25034,Greece,12/24/2023,01/05/2024,12.0,Courtney Hardy 25034,23.0,Other,China,Hostel,868.2,Bus,184.28,2
25035,"Cairo, Egypt",03/15/2024,04/04/2024,20.0,Corey Brown 25035,21.0,Other,German,Hotel,581.11,Ferry,246.66,3
25036,"Los Angeles, USA",03/15/2025,03/21/2025,6.0,Diana Scott 25036,66.0,Female,Taiwanese,Villa,1714.5,Flight,1215.25,4
25037,"Athens, Greece",04/10/2024,04/14/2024,4.0,Lynn Miller 25037,27.0,Other,United Kingdom,Guesthouse,985.48,Plane,315.66,3
25038,"Amsterdam, Netherlands",10/27/2024,11/01/2024,5.0,Michelle Bullock 25038,57.0,Male,Cambodia,Guesthouse,795.89,Car rental,847.15,4
25039,"London, UK",04/02/2025,04/22/2025,20.0,Brian Everett 25039,69.0,Male,South Korean,Villa,592.65,Car rental,1038.52,5
25040,"Hanoi, Vietnam",04/30/2024,05/04/2024,4.0,Darius Tapia 25040,22.0,Male,Korean,Riad,771.7,Subway,301.25,5
25041,"Cairo, Egypt",06/07/2023,06/24/2023,17.0,Wanda Chavez 25041,24.0,Other,British,Hostel,648.71,Car,246.7,5
25042,"Istanbul, Turkey",11/01/2024,11/08/2024,7.0,Scott Chung 25042,59.0,Other,Singapore,Riad,755.62,Ferry,322.09,5
25043,"Amsterdam, Netherlands",05/30/2024,06/02/2024,3.0,Danielle Randall 25043,30.0,Male,Taiwan,Airbnb,1958.42,Car rental,631.63,3
25044,"Cancun, Mexico",04/29/2024,05/13/2024,14.0,Mr. Anthony Ward 25044,63.0,Other,Moroccan,Riad,1778.29,Train,951.53,4
25045,Australia,05/31/2024,06/06/2024,6.0,Gregory Tyler 25045,38.0,Other,United Arab Emirates,Vacation rental,1765.27,Airplane,848.91,5
25046,Japan,12/13/2024,12/27/2024,14.0,Katelyn White 25046,50.0,Other,Australian,Guesthouse,445.69,Ferry,1030.79,5
25047,"Auckland, New Zealand",10/1/2023,10/8/2023,7.0,James Holland 25047,39.0,Male,New Zealander,Hotel,7827.25,Train,2062.09,3
25048,"Berlin, Germany",07/12/2023,07/29/2023,17.0,Mr. Samuel Glass 25048,64.0,Other,Korean,Villa,590.37,Plane,1071.82,5
25049,"Phuket, Thailand",04/09/2024,04/22/2024,13.0,Michele Brady 25049,27.0,Male,Mexican,Hostel,406.71,Train,1437.94,3
25050,"Beijing, China",04/21/2025,05/12/2025,21.0,Alex Wilson 25050,20.0,Male,Italian,Guesthouse,931.11,Plane,373.22,4
25051,"Lisbon, Portugal",04/25/2023,04/30/2023,5.0,Janet Shields 25051,29.0,Other,Spain,Airbnb,913.48,Flight,344.26,3
25052,Amsterdam,10/01/2023,10/17/2023,16.0,Robert Heath 25052,34.0,Male,Singapore,Villa,1206.89,Subway,397.01,4
25053,"Lisbon, Portugal",06/25/2024,07/01/2024,6.0,Kenneth Boyer 25053,58.0,Female,Emirati,Guesthouse,796.16,Car rental,345.52,3
25054,France,07/31/2023,08/17/2023,17.0,Victoria Edwards 25054,41.0,Other,French,Riad,1077.03,Flight,1401.05,3
25055,"Sydney, Aus",5/1/2022,5/12/2022,11.0,Daniel Hart 25055,29.0,Female,Chinese,Airbnb,844.96,Plane,1103.5,2
25056,"Sydney, Aus",04/22/2024,05/07/2024,15.0,Kevin Morris 25056,62.0,Other,Emirati,Airbnb,1129.57,Bus,1017.81,2
25057,Bali,03/09/2025,03/12/2025,3.0,Melissa Gonzalez DVM 25057,26.0,Other,Taiwanese,Riad,2396.31,Flight,1573.86,2
25058,Australia,06/18/2024,06/24/2024,6.0,Vicki Taylor 25058,39.0,Female,Spanish,Guesthouse,2076.66,Train,1472.91,4
25059,Brazil,06/28/2024,07/03/2024,5.0,Jennifer Riley 25059,36.0,Male,Spanish,Hostel,1413.05,Car rental,275.9,4
25060,"Honolulu, Hawaii",09/08/2024,09/29/2024,21.0,Jennifer Hopkins 25060,34.0,Female,Chinese,Riad,358.66,Car rental,1428.75,4
25061,"Beijing, China",03/17/2025,04/04/2025,18.0,James Reynolds 25061,49.0,Male,Singapore,Villa,1086.2,Bus,397.74,4
25062,Australia,03/19/2025,04/07/2025,19.0,Evan Hill 25062,55.0,Other,Canadian,Guesthouse,1896.22,Car rental,603.08,5
25063,"Lisbon, Portugal",03/19/2025,04/04/2025,16.0,Janet Ramirez 25063,60.0,Female,Cambodia,Villa,800.97,Car,326.89,5
25064,"Sydney, Australia",02/21/2024,03/02/2024,10.0,Carrie Perry 25064,57.0,Female,Moroccan,Airbnb,1091.45,Flight,505.67,2
25065,"Beijing, China",08/20/2023,08/24/2023,4.0,Laura Wolf 25065,70.0,Other,Singapore,Riad,928.98,Subway,426.89,2
25066,Rio de Janeiro,04/28/2023,05/08/2023,10.0,Gina Cooper 25066,69.0,Other,British,Hotel,1217.41,Ferry,1134.42,2
25067,"Rio de Janeiro, Brazil",03/28/2024,04/14/2024,17.0,Amy Gonzalez 25067,21.0,Male,Brazil,Hotel,934.72,Car rental,388.52,2
25068,"Rio de Janeiro, Brazil",11/11/2022,11/21/2022,10.0,Kimberly Beck 25068,28.0,Female,Chinese,Airbnb,894.31,Plane,414.31,4
25069,London,06/12/2024,06/20/2024,8.0,Paula Richardson 25069,61.0,Male,UK,Riad,2707.5,Airplane,1514.89,4
25070,"Marrakech, Morocco",12/04/2024,12/18/2024,14.0,Tiffany King 25070,30.0,Female,Dutch,Hotel,2256.82,Plane,560.73,3
25071,"Cairo, Egypt",9/20/2022,9/30/2022,10.0,Brent Gates 25071,36.0,Female,Korean,Airbnb,540.2,Plane,227.76,4
25072,"Rio de Janeiro, Brazil",08/18/2023,08/31/2023,13.0,Joseph Cameron 25072,28.0,Other,Singapore,Airbnb,869.35,Train,360.76,3
25073,"Tokyo, Japan",01/22/2024,01/31/2024,9.0,Justin Payne 25073,33.0,Female,Greece,Airbnb,1568.13,Train,1106.8,5
25074,"Cape Town, SA",03/27/2025,04/16/2025,20.0,Stephanie Bass 25074,41.0,Female,Singapore,Guesthouse,1023.25,Car,574.44,4
25075,"Rome, Italy",03/02/2025,03/19/2025,17.0,Jessica Hinton 25075,22.0,Male,Korean,Hostel,2977.53,Car,906.12,3
25076,"Athens, Greece",09/30/2023,10/14/2023,14.0,Sarah Patrick 25076,28.0,Female,British,Hotel,274.27,Car rental,669.41,3
25077,"Beijing, China",12/24/2024,01/08/2025,15.0,Russell Sims Jr. 25077,31.0,Male,French,Vacation rental,1054.12,Plane,434.84,5
25078,"Auckland, New Zealand",10/01/2024,10/12/2024,11.0,Kathryn Mcmillan 25078,67.0,Male,Hong Kong,Vacation rental,691.22,Car,1508.81,3
25079,"Los Angeles, USA",11/10/2023,11/23/2023,13.0,Jodi Davis 25079,45.0,Other,Moroccan,Guesthouse,2080.89,Plane,1394.11,5
25080,Dubai,07/12/2024,07/30/2024,18.0,Duane Thompson 25080,36.0,Other,Japan,Riad,2426.75,Plane,601.31,3
25081,Phnom Penh,06/19/2023,07/09/2023,20.0,Katherine Robinson 25081,58.0,Other,Taiwan,Resort,1056.37,Ferry,282.28,3
25082,"Marrakech, Morocco",10/13/2024,10/20/2024,7.0,Eric Gibson 25082,66.0,Female,Chinese,Hostel,1992.51,Flight,250.51,4
25083,"Los Angeles, USA",11/10/2023,11/23/2023,13.0,Ashley Sims MD 25083,42.0,Other,Moroccan,Guesthouse,1760.74,Plane,1465.72,4
25084,"Los Angeles, USA",07/02/2024,07/14/2024,12.0,Paul Walter 25084,41.0,Male,United Arab Emirates,Riad,1547.09,Car,283.36,5
25085,"Cape Town, SA",04/18/2025,04/22/2025,4.0,David Bass 25085,24.0,Female,Indonesian,Riad,2814.79,Plane,1244.72,2
25086,"Athens, Greece",05/31/2024,06/13/2024,13.0,Caroline Wilson 25086,35.0,Male,Taiwan,Guesthouse,871.21,Airplane,317.35,1
25087,"Marrakech, Morocco",06/20/2024,06/27/2024,7.0,Leah Scott 25087,26.0,Female,Hong Kong,Vacation rental,267.29,Train,303.59,3
25088,"Auckland, New Zealand",07/17/2023,07/26/2023,9.0,Brandon Nicholson 25088,25.0,Male,Japanese,Vacation rental,2072.21,Flight,1227.2,3
25089,"Tokyo, Japan",10/10/2023,10/20/2023,10.0,Henry Fields 25089,25.0,Male,American,Hostel,$500 ,Bus,$100 ,2
25090,Amsterdam,07/04/2023,07/21/2023,17.0,Sheryl Carpenter 25090,28.0,Other,Scottish,Resort,427.96,Flight,1288.61,5
25091,Egypt,05/12/2023,05/24/2023,12.0,Johnathan Thomas 25091,25.0,Other,USA,Vacation rental,1626.47,Car,257.52,4
25092,Hawaii,04/03/2025,04/16/2025,13.0,Matthew Page 25092,27.0,Male,Scottish,Riad,343.71,Subway,1082.0,5
25093,Egypt,01/26/2025,02/01/2025,6.0,Erica Jones 25093,68.0,Other,American,Hotel,1613.9,Ferry,1354.73,4
25094,Bali,04/14/2024,04/24/2024,10.0,Natalie Gillespie 25094,63.0,Male,China,Resort,2118.43,Airplane,603.66,5
25095,"Beijing, China",12/13/2023,01/03/2024,21.0,Kenneth Garcia 25095,29.0,Male,Mexican,Resort,988.45,Car,425.36,5
25096,"Istanbul, Turkey",11/29/2023,12/04/2023,5.0,Madison Garner 25096,21.0,Female,Cambodia,Hotel,658.41,Plane,296.6,2
25097,"Hanoi, Vietnam",12/10/2023,12/17/2023,7.0,Thomas Raymond 25097,54.0,Other,Japan,Resort,829.49,Plane,314.48,5
25098,Rome,11/29/2023,12/10/2023,11.0,Zachary Estes 25098,63.0,Other,New Zealander,Resort,1057.11,Car,792.55,4
25099,"Beijing, China",07/09/2023,07/15/2023,6.0,Jose Harmon 25099,25.0,Other,Singapore,Hostel,1027.97,Flight,381.74,5
25100,"Istanbul, Turkey",08/30/2023,09/11/2023,12.0,Lindsey Terry 25100,50.0,Other,Canadian,Airbnb,759.46,Car rental,283.21,1
25101,"Los Angeles, USA",05/15/2023,05/22/2023,7.0,Alexis Dixon 25101,48.0,Other,Germany,Airbnb,1095.22,Train,748.47,3
25102,"Edinburgh, Scotland",02/03/2025,02/06/2025,3.0,Tony Barron 25102,34.0,Female,Canada,Vacation rental,2283.05,Train,1191.2,4
25103,Thailand,08/06/2023,08/09/2023,3.0,Jamie Henderson 25103,58.0,Male,Indian,Guesthouse,1922.5,Train,474.25,4
25104,"Athens, Greece",03/27/2024,04/13/2024,17.0,Kimberly Pratt 25104,23.0,Other,Indonesian,Hostel,1764.17,Ferry,1328.99,4
25105,"Istanbul, Turkey",5/6/2024,5/12/2024,6.0,Jason Jensen 25105,41.0,Female,French,Hotel,705.84,Train,319.34,5
25106,"Vancouver, Canada",10/01/2024,10/05/2024,4.0,Nicholas Andrews 25106,28.0,Other,British,Riad,635.91,Car rental,1140.62,5
25107,"Athens, Greece",08/07/2023,08/17/2023,10.0,Brooke Love 25107,59.0,Male,Italy,Riad,1825.24,Plane,922.54,3
25108,"Los Angeles, USA",09/05/2023,09/18/2023,13.0,Robin Coleman 25108,60.0,Male,Spanish,Guesthouse,1545.11,Car rental,1291.38,4
25109,"Athens, Greece",07/04/2023,07/22/2023,18.0,Heather Mora 25109,36.0,Male,Spanish,Villa,956.65,Plane,373.44,3
25110,"Athens, Greece",09/17/2023,10/05/2023,18.0,Tammy Quinn 25110,49.0,Female,USA,Guesthouse,947.54,Flight,380.98,3
25111,"Istanbul, Turkey",08/12/2024,08/31/2024,19.0,Kyle Ramos 25111,50.0,Female,Moroccan,Riad,756.15,Car rental,315.55,3
25112,"Sydney, AUS",05/07/2023,05/27/2023,20.0,Lindsay Browning 25112,44.0,Other,Korean,Villa,3123.46,Subway,761.51,3
25113,"Seoul, South Korea",10/23/2024,11/03/2024,11.0,John Holt DDS 25113,40.0,Male,Singapore,Hotel,1001.16,Train,467.45,5
25114,Rome,03/21/2025,04/02/2025,12.0,Alexis Barrera 25114,36.0,Other,Hong Kong,Guesthouse,2586.33,Airplane,999.76,3
